Exporter ISO3,Exporter,Importer ISO3,Importer,Year,Value (1000USD),Weight (1000kg),city_export,lat_export,lng_export,iso3_export,capital_export,city_import,lat_import,lng_import,iso3_import,capital_import
AND,Andorra,ITA,Italy,2019,0.089485,0.02,Andorra la Vella,42.5000 ,1.5000 ,AND,primary,Rome,41.8931 ,12.4828 ,ITA,primary
AND,Andorra,SYC,Seychelles,2019,0.003172,0.002,Andorra la Vella,42.5000 ,1.5000 ,AND,primary,Victoria,-4.6231 ,55.4525 ,SYC,primary
AND,Andorra,ESP,Spain,2019,7.066991,1.233,Andorra la Vella,42.5000 ,1.5000 ,AND,primary,Madrid,40.4169 ,-3.7033 ,ESP,primary
AND,Andorra,ESP,Spain,2020,1.423588,0.363,Andorra la Vella,42.5000 ,1.5000 ,AND,primary,Madrid,40.4169 ,-3.7033 ,ESP,primary
AND,Andorra,ESP,Spain,2021,0.39835745,0.026921134,Andorra la Vella,42.5000 ,1.5000 ,AND,primary,Madrid,40.4169 ,-3.7033 ,ESP,primary
AND,Andorra,ESP,Spain,2022,0.115835,0.02908,Andorra la Vella,42.5000 ,1.5000 ,AND,primary,Madrid,40.4169 ,-3.7033 ,ESP,primary
AGO,Angola,LBN,Lebanon,2018,23.478918,18,Luanda,-8.8383 ,13.2344 ,AGO,primary,Beirut,33.8981 ,35.5058 ,LBN,primary
AGO,Angola,LBN,Lebanon,2019,28.35942,18.3,Luanda,-8.8383 ,13.2344 ,AGO,primary,Beirut,33.8981 ,35.5058 ,LBN,primary
AGO,Angola,PRT,Portugal,2019,0.092928,0.012,Luanda,-8.8383 ,13.2344 ,AGO,primary,Lisbon,38.7122 ,-9.1340 ,PRT,primary
AGO,Angola,CHN,China,2020,,,Luanda,-8.8383 ,13.2344 ,AGO,primary,Beijing,39.9067 ,116.3975 ,CHN,primary
AGO,Angola,COD,"Congo, Democratic Republic",2020,0.511882,0.096,Luanda,-8.8383 ,13.2344 ,AGO,primary,Kinshasa,-4.3219 ,15.3119 ,COD,primary
AGO,Angola,FRA,France,2020,0.28130382,0.030645536,Luanda,-8.8383 ,13.2344 ,AGO,primary,Paris,48.8567 ,2.3522 ,FRA,primary
AGO,Angola,LBN,Lebanon,2020,25.063,18,Luanda,-8.8383 ,13.2344 ,AGO,primary,Beirut,33.8981 ,35.5058 ,LBN,primary
AGO,Angola,LUX,Luxembourg,2020,0.03393989,0.030672131,Luanda,-8.8383 ,13.2344 ,AGO,primary,Luxembourg,49.6117 ,6.1319 ,LUX,primary
AGO,Angola,PRT,Portugal,2020,140.96133,55.0672,Luanda,-8.8383 ,13.2344 ,AGO,primary,Lisbon,38.7122 ,-9.1340 ,PRT,primary
AGO,Angola,ESP,Spain,2020,0.06757344,0.020149752,Luanda,-8.8383 ,13.2344 ,AGO,primary,Madrid,40.4169 ,-3.7033 ,ESP,primary
AGO,Angola,CHE,Switzerland,2020,0.2810578,0.030416084,Luanda,-8.8383 ,13.2344 ,AGO,primary,Bern,46.9480 ,7.4474 ,CHE,primary
AGO,Angola,COG,"Congo, Republic",2021,0.48777,0.195,Luanda,-8.8383 ,13.2344 ,AGO,primary,Brazzaville,-4.2667 ,15.2667 ,COG,primary
AGO,Angola,CUB,Cuba,2021,,,Luanda,-8.8383 ,13.2344 ,AGO,primary,Havana,23.1367 ,-82.3589 ,CUB,primary
AGO,Angola,FRA,France,2021,28.306458,10.8884325,Luanda,-8.8383 ,13.2344 ,AGO,primary,Paris,48.8567 ,2.3522 ,FRA,primary
AGO,Angola,NOR,Norway,2021,0.157392,0.01,Luanda,-8.8383 ,13.2344 ,AGO,primary,Oslo,59.9133 ,10.7389 ,NOR,primary
AGO,Angola,PRT,Portugal,2021,47.07592,17.864454,Luanda,-8.8383 ,13.2344 ,AGO,primary,Lisbon,38.7122 ,-9.1340 ,PRT,primary
AGO,Angola,ZAF,South Africa,2021,0.497541,0.315,Luanda,-8.8383 ,13.2344 ,AGO,primary,Cape Town,-33.9253 ,18.4239 ,ZAF,primary
AGO,Angola,ZAF,South Africa,2021,0.497541,0.315,Luanda,-8.8383 ,13.2344 ,AGO,primary,Pretoria,-25.7461 ,28.1881 ,ZAF,primary
AGO,Angola,ZAF,South Africa,2021,0.497541,0.315,Luanda,-8.8383 ,13.2344 ,AGO,primary,Bloemfontein,-29.1167 ,26.2167 ,ZAF,primary
AGO,Angola,CHE,Switzerland,2021,11.976603,4.5,Luanda,-8.8383 ,13.2344 ,AGO,primary,Bern,46.9480 ,7.4474 ,CHE,primary
AGO,Angola,TUR,Turkey,2021,0.003,0.001,Luanda,-8.8383 ,13.2344 ,AGO,primary,Ankara,39.9300 ,32.8500 ,TUR,primary
AGO,Angola,USA,United States,2021,97.76355,52.76,Luanda,-8.8383 ,13.2344 ,AGO,primary,Washington,38.9047 ,-77.0163 ,USA,primary
AGO,Angola,FRA,France,2022,13.430582,4.9,Luanda,-8.8383 ,13.2344 ,AGO,primary,Paris,48.8567 ,2.3522 ,FRA,primary
AGO,Angola,KOR,"Korea, Republic",2022,0.188,0.01,Luanda,-8.8383 ,13.2344 ,AGO,primary,Seoul,37.5667 ,126.9833 ,KOR,primary
AGO,Angola,NLD,Netherlands,2022,0.121101,0.008,Luanda,-8.8383 ,13.2344 ,AGO,primary,Amsterdam,52.3728 ,4.8936 ,NLD,primary
AGO,Angola,NLD,Netherlands,2022,0.121101,0.008,Luanda,-8.8383 ,13.2344 ,AGO,primary,The Hague,52.0800 ,4.3100 ,NLD,primary
