Exporter ISO3,Exporter,Importer ISO3,Importer,Year,Value (1000USD),Weight (1000kg),city_export,lat_export,lng_export,iso3_export,capital_export,city_import,lat_import,lng_import,iso3_import,capital_import
COL,Colombia,SWE,Sweden,2021,16492.316,3517.5806,Bogot谩,4.7111,-74.0722,COL,primary,Stockholm,59.3275,18.0547,SWE,primary
COL,Colombia,CHE,Switzerland,2021,150680.81,31399.598,Bogot谩,4.7111,-74.0722,COL,primary,Bern,46.948,7.4474,CHE,primary
COL,Colombia,SYR,Syria,2021,711.3262,173.086,Bogot谩,4.7111,-74.0722,COL,primary,Damascus,33.502,36.2981,SYR,primary
COL,Colombia,THA,Thailand,2021,132.93816,30.107681,Bogot谩,4.7111,-74.0722,COL,primary,Bangkok,13.7525,100.4942,THA,primary
COL,Colombia,TTO,Trinidad and Tobago,2021,165.40637,40.233,Bogot谩,4.7111,-74.0722,COL,primary,Port of Spain,10.6667,-61.5167,TTO,primary
COL,Colombia,ARE,United Arab Emirates,2021,5519.583,951.559,Bogot谩,4.7111,-74.0722,COL,primary,Abu Dhabi,24.4667,54.3667,ARE,primary
COL,Colombia,TUN,Tunisia,2021,851.0393,175.57451,Bogot谩,4.7111,-74.0722,COL,primary,Tunis,36.8064,10.1817,TUN,primary
COL,Colombia,TUR,Turkey,2021,8191.9717,1726.5825,Bogot谩,4.7111,-74.0722,COL,primary,Ankara,39.93,32.85,TUR,primary
COL,Colombia,UKR,Ukraine,2021,6005.5176,1380.8394,Bogot谩,4.7111,-74.0722,COL,primary,Kyiv,50.45,30.5233,UKR,primary
COL,Colombia,MKD,North Macedonia,2021,5.4628,0.858,Bogot谩,4.7111,-74.0722,COL,primary,Skopje,41.9961,21.4317,MKD,primary
COL,Colombia,EGY,Egypt,2021,4657.707,1121.015,Bogot谩,4.7111,-74.0722,COL,primary,Cairo,30.0444,31.2358,EGY,primary
COL,Colombia,GBR,United Kingdom,2021,76884.28,16460.705,Bogot谩,4.7111,-74.0722,COL,primary,London,51.5072,-0.1275,GBR,primary
COL,Colombia,USA,United States,2021,1270212.9,279497.56,Bogot谩,4.7111,-74.0722,COL,primary,Washington,38.9047,-77.0163,USA,primary
COL,Colombia,URY,Uruguay,2021,911.51855,192.13174,Bogot谩,4.7111,-74.0722,COL,primary,Montevideo,-34.9056,-56.1842,URY,primary
COL,Colombia,UZB,Uzbekistan,2021,42.467,12.351186,Bogot谩,4.7111,-74.0722,COL,primary,Tashkent,41.3111,69.2797,UZB,primary
COL,Colombia,ZMB,Zambia,2021,0.617049,0.12,Bogot谩,4.7111,-74.0722,COL,primary,Lusaka,-15.4167,28.2833,ZMB,primary
COL,Colombia,DZA,Algeria,2022,468.15057,76.846,Bogot谩,4.7111,-74.0722,COL,primary,Algiers,36.7325,3.0872,DZA,primary
COL,Colombia,AND,Andorra,2022,26.653818,3.819,Bogot谩,4.7111,-74.0722,COL,primary,Andorra la Vella,42.5,1.5,AND,primary
COL,Colombia,AZE,Azerbaijan,2022,96.15097,10.1717,Bogot谩,4.7111,-74.0722,COL,primary,Baku,40.3667,49.8352,AZE,primary
COL,Colombia,ARG,Argentina,2022,6628.8794,991.34216,Bogot谩,4.7111,-74.0722,COL,primary,Buenos Aires,-34.6036,-58.3814,ARG,primary
COL,Colombia,AUS,Australia,2022,66816.79,10114.357,Bogot谩,4.7111,-74.0722,COL,primary,Canberra,-35.2931,149.1269,AUS,primary
COL,Colombia,AUT,Austria,2022,494.25327,63.679127,Bogot谩,4.7111,-74.0722,COL,primary,Vienna,48.2083,16.3725,AUT,primary
COL,Colombia,BHS,Bahamas,2022,2.795,0.128367,Bogot谩,4.7111,-74.0722,COL,primary,Nassau,25.0442,-77.3503,BHS,primary
COL,Colombia,BHR,Bahrain,2022,157.08899,14.6566,Bogot谩,4.7111,-74.0722,COL,primary,Manama,26.2233,50.5875,BHR,primary
COL,Colombia,ARM,Armenia,2022,380.7645,56.512814,Bogot谩,4.7111,-74.0722,COL,primary,Yerevan,40.1814,44.5144,ARM,primary
COL,Colombia,BEL,Belgium,2022,34643.656,5656.2246,Bogot谩,4.7111,-74.0722,COL,primary,Brussels,50.8467,4.3525,BEL,primary
COL,Colombia,BMU,Bermuda,2022,0.05996,0.001,Bogot谩,4.7111,-74.0722,COL,primary,Hamilton,32.2942,-64.7819,BMU,primary
COL,Colombia,BIH,Bosnia Herzegovina,2022,165.19862,23.29237,Bogot谩,4.7111,-74.0722,COL,primary,Sarajevo,43.8564,18.4131,BIH,primary
COL,Colombia,BRN,Brunei Darussalam,2022,1.477929,0.21,Bogot谩,4.7111,-74.0722,COL,primary,Bandar Seri Begawan,4.8903,114.9422,BRN,primary
COL,Colombia,BGR,Bulgaria,2022,123.55403,19.267721,Bogot谩,4.7111,-74.0722,COL,primary,Sofia,42.6979,23.3217,BGR,primary
COL,Colombia,KHM,Cambodia,2022,272.66443,36.19,Bogot谩,4.7111,-74.0722,COL,primary,Phnom Penh,11.5696,104.921,KHM,primary
COL,Colombia,CAN,Canada,2022,330309.2,54588.586,Bogot谩,4.7111,-74.0722,COL,primary,Ottawa,45.4247,-75.695,CAN,primary
COL,Colombia,CHL,Chile,2022,2120.4016,348.4774,Bogot谩,4.7111,-74.0722,COL,primary,Santiago,-33.4372,-70.6506,CHL,primary
COL,Colombia,CHN,China,2022,79701.28,11605.869,Bogot谩,4.7111,-74.0722,COL,primary,Beijing,39.9067,116.3975,CHN,primary
COL,Colombia,HRV,Croatia,2022,0.257,0.0029,Bogot谩,4.7111,-74.0722,COL,primary,Zagreb,45.8131,15.9772,HRV,primary
COL,Colombia,CYP,Cyprus,2022,272.07748,39.927505,Bogot谩,4.7111,-74.0722,COL,primary,Nicosia,35.1725,33.365,CYP,primary
COL,Colombia,CZE,Czech Republic,2022,2228.4968,309.22446,Bogot谩,4.7111,-74.0722,COL,primary,Prague,50.0875,14.4214,CZE,primary
COL,Colombia,DNK,Denmark,2022,4076.8225,653.77124,Bogot谩,4.7111,-74.0722,COL,primary,Copenhagen,55.6805,12.5615,DNK,primary
COL,Colombia,ECU,Ecuador,2022,5367.063,1041.3448,Bogot谩,4.7111,-74.0722,COL,primary,Quito,-0.22,-78.5125,ECU,primary
COL,Colombia,EST,Estonia,2022,1374.8274,189.65024,Bogot谩,4.7111,-74.0722,COL,primary,Tallinn,59.4372,24.7453,EST,primary
COL,Colombia,FIN,Finland,2022,53936.195,8528.982,Bogot谩,4.7111,-74.0722,COL,primary,Helsinki,60.1708,24.9375,FIN,primary
COL,Colombia,FRA,France,2022,30380.438,4542.0967,Bogot谩,4.7111,-74.0722,COL,primary,Paris,48.8567,2.3522,FRA,primary
COL,Colombia,GEO,Georgia,2022,353.59015,57.77,Bogot谩,4.7111,-74.0722,COL,primary,Tbilisi,41.7225,44.7925,GEO,primary
COL,Colombia,DEU,Germany,2022,273715.22,45117.605,Bogot谩,4.7111,-74.0722,COL,primary,Berlin,52.52,13.405,DEU,primary
COL,Colombia,GRC,Greece,2022,13240.636,2126.6443,Bogot谩,4.7111,-74.0722,COL,primary,Athens,37.9842,23.7281,GRC,primary
COL,Colombia,GTM,Guatemala,2022,0.046,0.003,Bogot谩,4.7111,-74.0722,COL,primary,Guatemala City,14.6417,-90.5133,GTM,primary
COL,Colombia,HKG,"China, Hong Kong SAR",2022,3601.3945,443.4757,Bogot谩,4.7111,-74.0722,COL,primary,Hong Kong,22.3,114.2,HKG,primary
COL,Colombia,HUN,Hungary,2022,0.044,0.002,Bogot谩,4.7111,-74.0722,COL,primary,Budapest,47.4983,19.0408,HUN,primary
COL,Colombia,ISL,Iceland,2022,924.8355,139.82616,Bogot谩,4.7111,-74.0722,COL,primary,Reykjav铆k,64.1458,-21.9425,ISL,primary
COL,Colombia,IDN,Indonesia,2022,612.85254,89.75134,Bogot谩,4.7111,-74.0722,COL,primary,Jakarta,-6.175,106.8275,IDN,primary
COL,Colombia,IRL,Ireland,2022,5621.9414,912.177,Bogot谩,4.7111,-74.0722,COL,primary,Dublin,53.3497,-6.2603,IRL,primary
COL,Colombia,ISR,Israel,2022,22990.594,3655.9531,Bogot谩,4.7111,-74.0722,COL,primary,Jerusalem,31.7789,35.2256,ISR,primary
COL,Colombia,ITA,Italy,2022,82649.28,13620.975,Bogot谩,4.7111,-74.0722,COL,primary,Rome,41.8931,12.4828,ITA,primary
COL,Colombia,CIV,Cote d'Ivoire,2022,2.606342,0.42,Bogot谩,4.7111,-74.0722,COL,primary,Abidjan,5.3364,-4.0267,CIV,primary
COL,Colombia,CIV,Cote d'Ivoire,2022,2.606342,0.42,Bogot谩,4.7111,-74.0722,COL,primary,Yamoussoukro,6.8161,-5.2742,CIV,primary
COL,Colombia,JAM,Jamaica,2022,1318.5706,211.5354,Bogot谩,4.7111,-74.0722,COL,primary,Kingston,17.9714,-76.7931,JAM,primary
COL,Colombia,JPN,Japan,2022,286551.97,44911.93,Bogot谩,4.7111,-74.0722,COL,primary,Tokyo,35.687,139.7495,JPN,primary
COL,Colombia,KAZ,Kazakhstan,2022,173.361,23.2142,Bogot谩,4.7111,-74.0722,COL,primary,Astana,51.1472,71.4222,KAZ,primary
COL,Colombia,JOR,Jordan,2022,2792.602,465.8554,Bogot谩,4.7111,-74.0722,COL,primary,Amman,31.9497,35.9328,JOR,primary
COL,Colombia,KEN,Kenya,2022,136.83563,19.387,Bogot谩,4.7111,-74.0722,COL,primary,Nairobi,-1.2864,36.8172,KEN,primary
COL,Colombia,KOR,"Korea, Republic",2022,176603.03,27696.045,Bogot谩,4.7111,-74.0722,COL,primary,Seoul,37.5667,126.9833,KOR,primary
COL,Colombia,KWT,Kuwait,2022,753.5753,136.77632,Bogot谩,4.7111,-74.0722,COL,primary,Kuwait City,29.3697,47.9783,KWT,primary
COL,Colombia,KGZ,Kyrgyzstan,2022,120.624,13.3,Bogot谩,4.7111,-74.0722,COL,primary,Bishkek,42.8667,74.5667,KGZ,primary
COL,Colombia,LBN,Lebanon,2022,3485.042,560.2346,Bogot谩,4.7111,-74.0722,COL,primary,Beirut,33.8981,35.5058,LBN,primary
COL,Colombia,LVA,Latvia,2022,1180.9275,145.54251,Bogot谩,4.7111,-74.0722,COL,primary,Riga,56.9475,24.1069,LVA,primary
COL,Colombia,LBY,Libya,2022,528.9586,78.336,Bogot谩,4.7111,-74.0722,COL,primary,Tripoli,32.8872,13.1914,LBY,primary
COL,Colombia,LTU,Lithuania,2022,731.1603,115.01239,Bogot谩,4.7111,-74.0722,COL,primary,Vilnius,54.6872,25.28,LTU,primary
COL,Colombia,LUX,Luxembourg,2022,472.61392,59.964,Bogot谩,4.7111,-74.0722,COL,primary,Luxembourg,49.6117,6.1319,LUX,primary
COL,Colombia,MYS,Malaysia,2022,67270.31,11098.749,Bogot谩,4.7111,-74.0722,COL,primary,Kuala Lumpur,3.1686,101.698,MYS,primary
COL,Colombia,MYS,Malaysia,2022,67270.31,11098.749,Bogot谩,4.7111,-74.0722,COL,primary,Putrajaya,2.914,101.7019,MYS,primary
COL,Colombia,MDV,Maldives,2022,10.215777,1.05,Bogot谩,4.7111,-74.0722,COL,primary,Male,4.1753,73.5089,MDV,primary
COL,Colombia,MLT,Malta,2022,2.199819,0.102,Bogot谩,4.7111,-74.0722,COL,primary,Valletta,35.8983,14.5125,MLT,primary
COL,Colombia,MUS,Mauritius,2022,3.119994,0.35,Bogot谩,4.7111,-74.0722,COL,primary,Port Louis,-20.1644,57.5042,MUS,primary
COL,Colombia,MEX,Mexico,2022,6026.7925,953.2404,Bogot谩,4.7111,-74.0722,COL,primary,Mexico City,19.4333,-99.1333,MEX,primary
COL,Colombia,MNG,Mongolia,2022,233.4041,31.15896,Bogot谩,4.7111,-74.0722,COL,primary,Ulaanbaatar,47.9214,106.9055,MNG,primary
COL,Colombia,MDA,Moldova,2022,27.843,2.263,Bogot谩,4.7111,-74.0722,COL,primary,Chisinau,47.0228,28.8353,MDA,primary
COL,Colombia,MNE,Montenegro,2022,2.340839,0.28007,Bogot谩,4.7111,-74.0722,COL,primary,Podgorica,42.4414,19.2628,MNE,primary
COL,Colombia,MAR,Morocco,2022,1194.3491,197.56506,Bogot谩,4.7111,-74.0722,COL,primary,Rabat,34.0209,-6.8416,MAR,primary
COL,Colombia,MAR,Morocco,2022,1194.3491,197.56506,Bogot谩,4.7111,-74.0722,COL,primary,Tifariti,26.158,-10.567,MAR,primary
COL,Colombia,OMN,Oman,2022,116.97183,7.817,Bogot谩,4.7111,-74.0722,COL,primary,Muscat,23.6139,58.5922,OMN,primary
COL,Colombia,NPL,Nepal,2022,0.028708,0.001,Bogot谩,4.7111,-74.0722,COL,primary,Kathmandu,27.71,85.32,NPL,primary
COL,Colombia,NLD,Netherlands,2022,66954.42,10529.986,Bogot谩,4.7111,-74.0722,COL,primary,Amsterdam,52.3728,4.8936,NLD,primary
COL,Colombia,NLD,Netherlands,2022,66954.42,10529.986,Bogot谩,4.7111,-74.0722,COL,primary,The Hague,52.08,4.31,NLD,primary
COL,Colombia,CUW,Curacao,2022,109.67634,11.689,Bogot谩,4.7111,-74.0722,COL,primary,Willemstad,12.108,-68.935,CUW,primary
COL,Colombia,ABW,Aruba,2022,50.000088,5.703391,Bogot谩,4.7111,-74.0722,COL,primary,Oranjestad,12.5186,-70.0358,ABW,primary
COL,Colombia,NZL,New Zealand,2022,11662.58,1764.5945,Bogot谩,4.7111,-74.0722,COL,primary,Wellington,-41.2889,174.7772,NZL,primary
COL,Colombia,NIC,Nicaragua,2022,0.11953,0.0075,Bogot谩,4.7111,-74.0722,COL,primary,Managua,12.1364,-86.2514,NIC,primary
COL,Colombia,NOR,Norway,2022,63373.062,10309.953,Bogot谩,4.7111,-74.0722,COL,primary,Oslo,59.9133,10.7389,NOR,primary
COL,Colombia,PAK,Pakistan,2022,33.24382,7.214,Bogot谩,4.7111,-74.0722,COL,primary,Islamabad,33.6931,73.0639,PAK,primary
COL,Colombia,PAN,Panama,2022,0.64,0.453,Bogot谩,4.7111,-74.0722,COL,primary,Panama City,8.9711,-79.5347,PAN,primary
COL,Colombia,PHL,Philippines,2022,209.53297,33.47255,Bogot谩,4.7111,-74.0722,COL,primary,Manila,14.5958,120.9772,PHL,primary
COL,Colombia,POL,Poland,2022,5055.8887,803.00195,Bogot谩,4.7111,-74.0722,COL,primary,Warsaw,52.23,21.0111,POL,primary
COL,Colombia,PRT,Portugal,2022,4018.3342,657.55035,Bogot谩,4.7111,-74.0722,COL,primary,Lisbon,38.7122,-9.134,PRT,primary
COL,Colombia,QAT,Qatar,2022,67.37342,7.0983906,Bogot谩,4.7111,-74.0722,COL,primary,Doha,25.2867,51.5333,QAT,primary
COL,Colombia,ROU,Romania,2022,10597.703,1655.4248,Bogot谩,4.7111,-74.0722,COL,primary,Bucharest,44.4325,26.1039,ROU,primary
COL,Colombia,RUS,Russian Federation,2022,10765.396,1729.124,Bogot谩,4.7111,-74.0722,COL,primary,Moscow,55.7506,37.6175,RUS,primary
COL,Colombia,SAU,Saudi Arabia,2022,20852.002,2628.1,Bogot谩,4.7111,-74.0722,COL,primary,Riyadh,24.65,46.71,SAU,primary
COL,Colombia,SRB,Serbia,2022,554.391,102.663,Bogot谩,4.7111,-74.0722,COL,primary,Belgrade,44.8178,20.4569,SRB,primary
COL,Colombia,IND,India,2022,544.23157,83.52373,Bogot谩,4.7111,-74.0722,COL,primary,New Delhi,28.6139,77.2089,IND,primary
COL,Colombia,SGP,Singapore,2022,4943.68,718.0692,Bogot谩,4.7111,-74.0722,COL,primary,Singapore,1.3,103.8,SGP,primary
COL,Colombia,SVK,Slovakia,2022,84.30813,29.587221,Bogot谩,4.7111,-74.0722,COL,primary,Bratislava,48.1447,17.1128,SVK,primary
COL,Colombia,VNM,Vietnam,2022,7419.1045,1233.5933,Bogot谩,4.7111,-74.0722,COL,primary,Hanoi,21,105.85,VNM,primary
COL,Colombia,SVN,Slovenia,2022,5774.074,955.7655,Bogot谩,4.7111,-74.0722,COL,primary,Ljubljana,46.0514,14.5061,SVN,primary
COL,Colombia,ZAF,South Africa,2022,3381.9453,526.65283,Bogot谩,4.7111,-74.0722,COL,primary,Cape Town,-33.9253,18.4239,ZAF,primary
COL,Colombia,ZAF,South Africa,2022,3381.9453,526.65283,Bogot谩,4.7111,-74.0722,COL,primary,Pretoria,-25.7461,28.1881,ZAF,primary
COL,Colombia,ZAF,South Africa,2022,3381.9453,526.65283,Bogot谩,4.7111,-74.0722,COL,primary,Bloemfontein,-29.1167,26.2167,ZAF,primary
COL,Colombia,ESP,Spain,2022,91991.48,14401.42,Bogot谩,4.7111,-74.0722,COL,primary,Madrid,40.4169,-3.7033,ESP,primary
COL,Colombia,SWE,Sweden,2022,21841.455,3493.582,Bogot谩,4.7111,-74.0722,COL,primary,Stockholm,59.3275,18.0547,SWE,primary
COL,Colombia,CHE,Switzerland,2022,161202.78,24772.79,Bogot谩,4.7111,-74.0722,COL,primary,Bern,46.948,7.4474,CHE,primary
COL,Colombia,THA,Thailand,2022,127.64121,17.679293,Bogot谩,4.7111,-74.0722,COL,primary,Bangkok,13.7525,100.4942,THA,primary
COL,Colombia,TTO,Trinidad and Tobago,2022,36.47932,6.190625,Bogot谩,4.7111,-74.0722,COL,primary,Port of Spain,10.6667,-61.5167,TTO,primary
COL,Colombia,ARE,United Arab Emirates,2022,8679.986,1143.0703,Bogot谩,4.7111,-74.0722,COL,primary,Abu Dhabi,24.4667,54.3667,ARE,primary
COL,Colombia,TUN,Tunisia,2022,465.39694,68.246,Bogot谩,4.7111,-74.0722,COL,primary,Tunis,36.8064,10.1817,TUN,primary
COL,Colombia,TUR,Turkey,2022,11503.08,1774.4221,Bogot谩,4.7111,-74.0722,COL,primary,Ankara,39.93,32.85,TUR,primary
COL,Colombia,UKR,Ukraine,2022,3031.4917,483.08392,Bogot谩,4.7111,-74.0722,COL,primary,Kyiv,50.45,30.5233,UKR,primary
COL,Colombia,MKD,North Macedonia,2022,7.292,0.932,Bogot谩,4.7111,-74.0722,COL,primary,Skopje,41.9961,21.4317,MKD,primary
COL,Colombia,EGY,Egypt,2022,4588.6733,770.3159,Bogot谩,4.7111,-74.0722,COL,primary,Cairo,30.0444,31.2358,EGY,primary
COL,Colombia,GBR,United Kingdom,2022,92438.99,14113.312,Bogot谩,4.7111,-74.0722,COL,primary,London,51.5072,-0.1275,GBR,primary
COL,Colombia,USA,United States,2022,1723532.6,273623.25,Bogot谩,4.7111,-74.0722,COL,primary,Washington,38.9047,-77.0163,USA,primary
COL,Colombia,URY,Uruguay,2022,1346.0997,224.6169,Bogot谩,4.7111,-74.0722,COL,primary,Montevideo,-34.9056,-56.1842,URY,primary
COL,Colombia,UZB,Uzbekistan,2022,45.527,5.95,Bogot谩,4.7111,-74.0722,COL,primary,Tashkent,41.3111,69.2797,UZB,primary
COM,Comoros,CAN,Canada,2018,0.000772,0.000244,Moroni,-11.699,43.256,COM,primary,Ottawa,45.4247,-75.695,CAN,primary
COM,Comoros,ESP,Spain,2019,59.38044,19.97,Moroni,-11.699,43.256,COM,primary,Madrid,40.4169,-3.7033,ESP,primary
COM,Comoros,BEL,Belgium,2022,0.105315,0.00333,Moroni,-11.699,43.256,COM,primary,Brussels,50.8467,4.3525,BEL,primary
COG,"Congo, Republic",ARG,Argentina,2018,4.19254,0.66,Brazzaville,-4.2667,15.2667,COG,primary,Buenos Aires,-34.6036,-58.3814,ARG,primary
COG,"Congo, Republic",AUS,Australia,2018,193.97733,68.8159,Brazzaville,-4.2667,15.2667,COG,primary,Canberra,-35.2931,149.1269,AUS,primary
COG,"Congo, Republic",BEL,Belgium,2018,72.71392,20.16428,Brazzaville,-4.2667,15.2667,COG,primary,Brussels,50.8467,4.3525,BEL,primary
COG,"Congo, Republic",BIH,Bosnia Herzegovina,2018,4.59916,1.74571,Brazzaville,-4.2667,15.2667,COG,primary,Sarajevo,43.8564,18.4131,BIH,primary
COG,"Congo, Republic",CAN,Canada,2018,131.80034,19.721731,Brazzaville,-4.2667,15.2667,COG,primary,Ottawa,45.4247,-75.695,CAN,primary
COG,"Congo, Republic",HRV,Croatia,2018,8.559,3.673,Brazzaville,-4.2667,15.2667,COG,primary,Zagreb,45.8131,15.9772,HRV,primary
COG,"Congo, Republic",CZE,Czech Republic,2018,51.877,19.294,Brazzaville,-4.2667,15.2667,COG,primary,Prague,50.0875,14.4214,CZE,primary
COG,"Congo, Republic",DNK,Denmark,2018,74.48843,36.599,Brazzaville,-4.2667,15.2667,COG,primary,Copenhagen,55.6805,12.5615,DNK,primary
COG,"Congo, Republic",FIN,Finland,2018,234.33981,76.8,Brazzaville,-4.2667,15.2667,COG,primary,Helsinki,60.1708,24.9375,FIN,primary
COG,"Congo, Republic",FRA,France,2018,1274.6262,420.23248,Brazzaville,-4.2667,15.2667,COG,primary,Paris,48.8567,2.3522,FRA,primary
COG,"Congo, Republic",DEU,Germany,2018,2371.1736,888.9,Brazzaville,-4.2667,15.2667,COG,primary,Berlin,52.52,13.405,DEU,primary
COG,"Congo, Republic",ISL,Iceland,2018,1.214332,0.12,Brazzaville,-4.2667,15.2667,COG,primary,Reykjav铆k,64.1458,-21.9425,ISL,primary
COG,"Congo, Republic",ITA,Italy,2018,6295.5513,2968.14,Brazzaville,-4.2667,15.2667,COG,primary,Rome,41.8931,12.4828,ITA,primary
COG,"Congo, Republic",JPN,Japan,2018,31.768063,4.03,Brazzaville,-4.2667,15.2667,COG,primary,Tokyo,35.687,139.7495,JPN,primary
COG,"Congo, Republic",JOR,Jordan,2018,88.1634,18,Brazzaville,-4.2667,15.2667,COG,primary,Amman,31.9497,35.9328,JOR,primary
COG,"Congo, Republic",KOR,"Korea, Republic",2018,10.344,3.00866,Brazzaville,-4.2667,15.2667,COG,primary,Seoul,37.5667,126.9833,KOR,primary
COG,"Congo, Republic",LBN,Lebanon,2018,0.370445,0.06,Brazzaville,-4.2667,15.2667,COG,primary,Beirut,33.8981,35.5058,LBN,primary
COG,"Congo, Republic",MUS,Mauritius,2018,15.60763,4.279,Brazzaville,-4.2667,15.2667,COG,primary,Port Louis,-20.1644,57.5042,MUS,primary
COG,"Congo, Republic",MAR,Morocco,2018,0.434522,0.061,Brazzaville,-4.2667,15.2667,COG,primary,Rabat,34.0209,-6.8416,MAR,primary
COG,"Congo, Republic",MAR,Morocco,2018,0.434522,0.061,Brazzaville,-4.2667,15.2667,COG,primary,Tifariti,26.158,-10.567,MAR,primary
COG,"Congo, Republic",NLD,Netherlands,2018,20.118826,9.978,Brazzaville,-4.2667,15.2667,COG,primary,Amsterdam,52.3728,4.8936,NLD,primary
COG,"Congo, Republic",NLD,Netherlands,2018,20.118826,9.978,Brazzaville,-4.2667,15.2667,COG,primary,The Hague,52.08,4.31,NLD,primary
COG,"Congo, Republic",NZL,New Zealand,2018,0.426776,0.061,Brazzaville,-4.2667,15.2667,COG,primary,Wellington,-41.2889,174.7772,NZL,primary
COG,"Congo, Republic",NOR,Norway,2018,2.236064,0.33,Brazzaville,-4.2667,15.2667,COG,primary,Oslo,59.9133,10.7389,NOR,primary
COG,"Congo, Republic",POL,Poland,2018,2711.702,1019.549,Brazzaville,-4.2667,15.2667,COG,primary,Warsaw,52.23,21.0111,POL,primary
COG,"Congo, Republic",PRT,Portugal,2018,679.7649,249.43,Brazzaville,-4.2667,15.2667,COG,primary,Lisbon,38.7122,-9.134,PRT,primary
COG,"Congo, Republic",RUS,Russian Federation,2018,100.80362,38.996,Brazzaville,-4.2667,15.2667,COG,primary,Moscow,55.7506,37.6175,RUS,primary
COG,"Congo, Republic",SRB,Serbia,2018,107.71,48.291,Brazzaville,-4.2667,15.2667,COG,primary,Belgrade,44.8178,20.4569,SRB,primary
COG,"Congo, Republic",SVN,Slovenia,2018,22.89721,9.967,Brazzaville,-4.2667,15.2667,COG,primary,Ljubljana,46.0514,14.5061,SVN,primary
COG,"Congo, Republic",ZAF,South Africa,2018,96.32678,14.58,Brazzaville,-4.2667,15.2667,COG,primary,Cape Town,-33.9253,18.4239,ZAF,primary
COG,"Congo, Republic",ZAF,South Africa,2018,96.32678,14.58,Brazzaville,-4.2667,15.2667,COG,primary,Pretoria,-25.7461,28.1881,ZAF,primary
COG,"Congo, Republic",ZAF,South Africa,2018,96.32678,14.58,Brazzaville,-4.2667,15.2667,COG,primary,Bloemfontein,-29.1167,26.2167,ZAF,primary
COG,"Congo, Republic",ESP,Spain,2018,38.950565,19.214,Brazzaville,-4.2667,15.2667,COG,primary,Madrid,40.4169,-3.7033,ESP,primary
COG,"Congo, Republic",SWE,Sweden,2018,168.04134,38,Brazzaville,-4.2667,15.2667,COG,primary,Stockholm,59.3275,18.0547,SWE,primary
COG,"Congo, Republic",THA,Thailand,2018,2.17233,0.48,Brazzaville,-4.2667,15.2667,COG,primary,Bangkok,13.7525,100.4942,THA,primary
COG,"Congo, Republic",TUR,Turkey,2018,12.67,4.494,Brazzaville,-4.2667,15.2667,COG,primary,Ankara,39.93,32.85,TUR,primary
COG,"Congo, Republic",UKR,Ukraine,2018,95.32178,43.0491,Brazzaville,-4.2667,15.2667,COG,primary,Kyiv,50.45,30.5233,UKR,primary
COG,"Congo, Republic",GBR,United Kingdom,2018,450.95734,115.569,Brazzaville,-4.2667,15.2667,COG,primary,London,51.5072,-0.1275,GBR,primary
COG,"Congo, Republic",USA,United States,2018,382.693,76.8,Brazzaville,-4.2667,15.2667,COG,primary,Washington,38.9047,-77.0163,USA,primary
COG,"Congo, Republic",URY,Uruguay,2018,2.08157,0.36,Brazzaville,-4.2667,15.2667,COG,primary,Montevideo,-34.9056,-56.1842,URY,primary
COG,"Congo, Republic",AUS,Australia,2019,237.75308,93.1865,Brazzaville,-4.2667,15.2667,COG,primary,Canberra,-35.2931,149.1269,AUS,primary
COG,"Congo, Republic",AUT,Austria,2019,130.69102,74.989,Brazzaville,-4.2667,15.2667,COG,primary,Vienna,48.2083,16.3725,AUT,primary
COG,"Congo, Republic",BEL,Belgium,2019,719.1453,245.28725,Brazzaville,-4.2667,15.2667,COG,primary,Brussels,50.8467,4.3525,BEL,primary
COG,"Congo, Republic",BIH,Bosnia Herzegovina,2019,6.25703,2.4448,Brazzaville,-4.2667,15.2667,COG,primary,Sarajevo,43.8564,18.4131,BIH,primary
COG,"Congo, Republic",CAN,Canada,2019,150.73776,27.960255,Brazzaville,-4.2667,15.2667,COG,primary,Ottawa,45.4247,-75.695,CAN,primary
COG,"Congo, Republic",CHN,China,2019,1.35,0.18,Brazzaville,-4.2667,15.2667,COG,primary,Beijing,39.9067,116.3975,CHN,primary
COG,"Congo, Republic",HRV,Croatia,2019,3.13,1.414,Brazzaville,-4.2667,15.2667,COG,primary,Zagreb,45.8131,15.9772,HRV,primary
COG,"Congo, Republic",CZE,Czech Republic,2019,55.869,24.219,Brazzaville,-4.2667,15.2667,COG,primary,Prague,50.0875,14.4214,CZE,primary
COG,"Congo, Republic",FIN,Finland,2019,125.56604,47.04563,Brazzaville,-4.2667,15.2667,COG,primary,Helsinki,60.1708,24.9375,FIN,primary
COG,"Congo, Republic",FRA,France,2019,836.84186,339.411,Brazzaville,-4.2667,15.2667,COG,primary,Paris,48.8567,2.3522,FRA,primary
COG,"Congo, Republic",DEU,Germany,2019,1336.3132,482.3215,Brazzaville,-4.2667,15.2667,COG,primary,Berlin,52.52,13.405,DEU,primary
COG,"Congo, Republic",IDN,Indonesia,2019,3.618,0.9,Brazzaville,-4.2667,15.2667,COG,primary,Jakarta,-6.175,106.8275,IDN,primary
COG,"Congo, Republic",IRN,Iran,2019,44.39,18.2,Brazzaville,-4.2667,15.2667,COG,primary,Tehran,35.6889,51.3897,IRN,primary
COG,"Congo, Republic",ITA,Italy,2019,4914.75,2567.35,Brazzaville,-4.2667,15.2667,COG,primary,Rome,41.8931,12.4828,ITA,primary
